video_path,category,actual_label,predicted_label,prediction_probability,evidence_type,feature,feature_family,feature_value,shap_value,direction
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,v_hist_6_mean,Color (HSV),0.316692,0.56533,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,s_hist_2_mean,Color (HSV),0.03595,0.550919,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,edge_std_mean,Edge (Canny),58.951231,0.525341,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.012893,0.517515,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,s_std_std,Color (HSV),4.554377,0.501397,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top FAKE Evidence,gray_mean_min,Texture (LBP & Gray),145.973831,0.499832,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,lbp_hist_7_std,Texture (LBP & Gray),0.00506,-1.159827,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,v_hist_6_min,Color (HSV),0.300491,-0.901147,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.329784,-0.758538,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.002121,-0.694472,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.013855,-0.634375,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,v_hist_6_max,Color (HSV),0.335587,-0.534401,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,glcm_correlation_max,Texture (GLCM),0.984489,-0.533624,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,v_hist_0_min,Color (HSV),0.027145,-0.455536,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,v_hist_1_min,Color (HSV),0.006393,-0.418116,Pushes REAL
Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4,DeepFakeDetection,FAKE,FAKE,0.8766,Top REAL Evidence,lbp_hist_3_mean,Texture (LBP & Gray),0.077524,-0.41215,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.04306,1.306442,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_9_min,Texture (LBP & Gray),0.096771,1.076551,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_9_mean,Texture (LBP & Gray),0.103336,0.858549,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_5_mean,Texture (LBP & Gray),0.177106,0.652102,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_7_mean,Texture (LBP & Gray),0.08562,0.610084,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.086413,0.551268,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,v_hist_2_min,Color (HSV),0.191467,0.522466,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_9_max,Texture (LBP & Gray),0.107208,0.520638,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.003364,0.404544,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top FAKE Evidence,lbp_hist_3_max,Texture (LBP & Gray),0.111069,0.374537,Pushes FAKE
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.003186,-1.460242,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_2_std,Texture (LBP & Gray),0.003338,-0.959621,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.064041,-0.95264,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.073746,-0.752912,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.167953,-0.750041,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_0_mean,Texture (LBP & Gray),0.034221,-0.592376,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,lbp_hist_6_max,Texture (LBP & Gray),0.067184,-0.590612,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,h_hist_2_std,Color (HSV),0.016362,-0.411133,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,v_hist_2_mean,Color (HSV),0.200165,-0.38027,Pushes REAL
Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4,DeepFakeDetection,FAKE,FAKE,0.6509,Top REAL Evidence,glcm_energy_mean,Texture (GLCM),0.083623,-0.367954,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.091817,3.480022,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.432539,2.541153,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.008709,2.477921,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.056287,2.465716,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,s_std_std,Color (HSV),14.816024,2.463634,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,edge_density_std,Edge (Canny),0.026806,1.371946,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,edge_mean_std,Edge (Canny),6.835586,1.371946,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_3_std,Texture (LBP & Gray),0.00685,1.061561,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,s_mean_std,Color (HSV),17.468405,0.973161,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.003995,0.970635,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,s_hist_7_std,Color (HSV),0.066752,-1.9222,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,edge_std_std,Edge (Canny),9.149584,-0.926847,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,v_hist_3_std,Color (HSV),0.066111,-0.906998,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,h_mean_std,Color (HSV),6.716607,-0.836521,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.011644,-0.672771,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,h_hist_4_std,Color (HSV),0.087174,-0.591755,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.06868,-0.587628,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.176926,-0.574707,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,s_hist_1_std,Color (HSV),0.049473,-0.522973,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,v_hist_6_max,Color (HSV),0.312531,-0.479816,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.864922,5.858135,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_3_std,Texture (LBP & Gray),0.021173,4.724256,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.010425,3.143354,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_4_std,Texture (LBP & Gray),0.051494,2.973035,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.033712,2.567364,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.009872,2.399731,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,lbp_hist_6_std,Texture (LBP & Gray),0.007041,2.28893,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,edge_density_std,Edge (Canny),0.031505,1.664214,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,edge_mean_std,Edge (Canny),8.033899,1.664214,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top FAKE Evidence,glcm_dissimilarity_max,Texture (GLCM),6.56365,1.286722,Pushes FAKE
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_7_std,Texture (LBP & Gray),0.012341,-4.099547,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,dct_high_energy_std,Frequency (DCT),126.767366,-2.730955,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,dct_mid_energy_std,Frequency (DCT),1973.221268,-2.322138,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.100266,-1.618161,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,glcm_correlation_std,Texture (GLCM),0.022068,-1.58544,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.125336,-1.582875,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,edge_std_mean,Edge (Canny),108.401055,-1.355961,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,h_hist_2_std,Color (HSV),0.037605,-1.174942,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.002657,-1.07991,Pushes REAL
Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4,DeepFakeDetection,FAKE,FAKE,1.0,Top REAL Evidence,h_mean_std,Color (HSV),7.112864,-0.907471,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,lbp_hist_4_std,Texture (LBP & Gray),0.019729,0.843664,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,lbp_hist_6_min,Texture (LBP & Gray),0.037094,0.715047,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,v_hist_4_std,Color (HSV),0.045215,0.642631,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,v_hist_6_mean,Color (HSV),0.31658,0.565042,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,gray_mean_min,Texture (LBP & Gray),151.63623,0.553301,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,edge_std_mean,Edge (Canny),59.7448,0.49515,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,v_mean_min,Color (HSV),161.017273,0.457686,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,s_hist_3_mean,Color (HSV),0.033983,0.425355,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,s_hist_2_mean,Color (HSV),0.061157,0.408233,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top FAKE Evidence,lbp_hist_5_min,Texture (LBP & Gray),0.226578,0.395592,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.002716,-1.122627,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,v_hist_6_min,Color (HSV),0.303192,-0.912586,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,v_hist_4_mean,Color (HSV),0.339572,-0.796943,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,s_std_mean,Color (HSV),35.797773,-0.567413,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,v_hist_0_min,Color (HSV),0.001877,-0.562547,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,v_hist_6_max,Color (HSV),0.340012,-0.544878,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,glcm_correlation_max,Texture (GLCM),0.979878,-0.479288,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,glcm_dissimilarity_std,Texture (GLCM),0.042819,-0.448543,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.016983,-0.426503,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4,DeepFakeDetection,FAKE,FAKE,0.9059,Top REAL Evidence,v_hist_1_min,Color (HSV),0.010864,-0.401031,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,v_hist_6_std,Color (HSV),0.067406,3.018665,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,h_hist_7_std,Color (HSV),0.039807,1.291012,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,lbp_hist_1_std,Texture (LBP & Gray),0.005238,1.131371,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,glcm_dissimilarity_std,Texture (GLCM),0.23893,1.055905,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,s_hist_0_std,Color (HSV),0.071871,1.052521,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,v_hist_5_std,Color (HSV),0.047675,0.938393,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,lbp_hist_5_std,Texture (LBP & Gray),0.017059,0.927665,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,edge_density_std,Edge (Canny),0.016384,0.723719,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,edge_mean_std,Edge (Canny),4.177821,0.723719,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top FAKE Evidence,lbp_hist_2_max,Texture (LBP & Gray),0.032928,0.633138,Pushes FAKE
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,h_hist_6_std,Color (HSV),0.106563,-4.540741,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,lbp_hist_0_std,Texture (LBP & Gray),0.005923,-3.426966,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,h_mean_std,Color (HSV),8.70498,-1.19254,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,lbp_hist_2_std,Texture (LBP & Gray),0.003817,-1.168545,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,s_hist_4_std,Color (HSV),0.02093,-0.825873,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,edge_std_std,Edge (Canny),7.811796,-0.756485,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,lbp_hist_9_std,Texture (LBP & Gray),0.010534,-0.682907,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,lbp_hist_7_std,Texture (LBP & Gray),0.003744,-0.628647,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,lbp_hist_1_max,Texture (LBP & Gray),0.068695,-0.588126,Pushes REAL
Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4,DeepFakeDetection,FAKE,FAKE,0.5457,Top REAL Evidence,glcm_correlation_max,Texture (GLCM),0.98717,-0.565225,Pushes REAL
Dataset\Video\DeepFakeDetection\14_18__talking_angry_couch__A5A1Q467.mp4,DeepFakeDetection,FAKE,FAKE,0.8922,Top FAKE Evidence,glcm_energy_max,Texture (GLCM),0.068777,0.678612,Pushes FAKE
